"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"3404",7951157,"AK313893 // CCDC82 // coiled-coil domain containing 82 // 11q21 // 79780 /// AF1","CCDC82","AK313893",0.021741,0.021741,0.903533,-1.10677,"Control down vs Schizophrenia",6.10111,0.128511,0.463398,1,-1.10677,0.021741
"3410",7941457,"NM_006848 // CCDC85B // coiled-coil domain containing 85B // 11q12.1 // 11007 //","CCDC85B","NM_006848",0.0236643,0.0236643,0.87067,-1.14854,"Control down vs Schizophrenia",5.90944,0.239527,0.891724,1,-1.14854,0.0236643
"3430",8178448,"NM_001105564 // CCHCR1 // coiled-coil alpha-helical rod protein 1 // 6p21.3 // 5","CCHCR1","NM_001105564",0.0254577,0.0254577,1.06505,1.06505,"Control up vs Schizophrenia",5.74578,0.0496069,0.18994,1,1.06505,0.0254577
"3434",8099746,"NM_000730 // CCKAR // cholecystokinin A receptor // 4p15.1-p15.2 // 886 /// ENST","CCKAR","NM_000730",0.0398058,0.0398058,1.35324,1.35324,"Control up vs Schizophrenia",4.77529,1.14276,5.26474,1,1.35324,0.0398058
"3435",7938090,"NM_176875 // CCKBR // cholecystokinin B receptor // 11p15.4 // 887 /// ENST00000","CCKBR","NM_176875",0.0297098,0.0297098,0.864813,-1.15632,"Control down vs Schizophrenia",5.40441,0.263442,1.07241,1,-1.15632,0.0297098
"3438",8006459,"NM_005408 // CCL13 // chemokine (C-C motif) ligand 13 // 17q11.2 // 6357 /// ENS","CCL13","NM_005408",0.0166196,0.0166196,0.809039,-1.23603,"Control down vs Schizophrenia",6.721,0.560782,1.83562,1,-1.23603,0.0166196
"3444",8006433,"NM_002982 // CCL2 // chemokine (C-C motif) ligand 2 // 17q11.2-q12 // 6347 /// E","CCL2","NM_002982",0.021653,0.021653,0.360006,-2.77773,"Control down vs Schizophrenia",6.11033,13.0344,46.93,1,-2.77773,0.021653
"3459",8006608,"NM_001001435 // CCL4L1 // chemokine (C-C motif) ligand 4-like 1 // 17q12 // 9560","CCL4L1","NM_001001435",0.0492986,0.0492986,1.12483,1.12483,"Control up vs Schizophrenia",4.32993,0.172804,0.878002,1,1.12483,0.0492986
"3466",7968637,"NM_003914 // CCNA1 // cyclin A1 // 13q12.3-q13 // 8900 /// NM_001111045 // CCNA1","CCNA1","NM_003914",3.77e-05,3.77e-05,1.57082,1.57082,"Control up vs Schizophrenia",26.4032,2.54682,2.12209,1,1.57082,3.77e-05
"3469",7977497,"NM_021178 // CCNB1IP1 // cyclin B1 interacting protein 1 // 14q11.2 // 57820 ///","CCNB1IP1","NM_021178",0.000473677,0.000473677,0.816899,-1.22414,"Control down vs Schizophrenia",16.8023,0.510778,0.668784,1,-1.22414,0.000473677
"3470",7983969,"NM_004701 // CCNB2 // cyclin B2 // 15q22.2 // 9133 /// ENST00000288207 // CCNB2 ","CCNB2","NM_004701",0.0341692,0.0341692,0.891208,-1.12207,"Control down vs Schizophrenia",5.1008,0.165668,0.714535,1,-1.12207,0.0341692
"3473",7942123,"NM_053056 // CCND1 // cyclin D1 // 11q13 // 595 /// ENST00000227507 // CCND1 // ","CCND1","NM_053056",3.66e-05,3.66e-05,1.30587,1.30587,"Control up vs Schizophrenia",26.5351,0.889427,0.737416,1,1.30587,3.66e-05
"3475",7953200,"NM_001759 // CCND2 // cyclin D2 // 12p13 // 894 /// ENST00000261254 // CCND2 // ","CCND2","NM_001759",9.61e-05,9.61e-05,0.461638,-2.1662,"Control down vs Schizophrenia",22.585,7.46159,7.26833,1,-2.1662,9.61e-05
"3477",7983173,"NM_012142 // CCNDBP1 // cyclin D-type binding-protein 1 // 15q14-q15 // 23582 //","CCNDBP1","NM_012142",0.000200271,0.000200271,0.757201,-1.32065,"Control down vs Schizophrenia",19.8153,0.966021,1.07253,1,-1.32065,0.000200271
"3481",8109697,"NM_004060 // CCNG1 // cyclin G1 // 5q32-q34 // 900 /// NM_199246 // CCNG1 // cyc","CCNG1","NM_004060",0.00307279,0.00307279,0.844162,-1.18461,"Control down vs Schizophrenia",11.0568,0.358413,0.713142,1,-1.18461,0.00307279
"3488",7976648,"NM_001099402 // CCNK // cyclin K // 14q32 // 8812 /// NM_001144995 // CCDC85C //","CCNK","NM_001099402",0.0314103,0.0314103,1.05944,1.05944,"Control up vs Schizophrenia",5.28295,0.0416374,0.173392,1,1.05944,0.0314103
"3489",8091658,"NM_020307 // CCNL1 // cyclin L1 // 3q25.31 // 57018 /// ENST00000295926 // CCNL1","CCNL1","NM_020307",0.00468923,0.00468923,0.887186,-1.12716,"Control down vs Schizophrenia",9.89859,0.178933,0.397685,1,-1.12716,0.00468923
"3493",7962831,"NM_001240 // CCNT1 // cyclin T1 // 12q11-q13.3 // 904 /// ENST00000261900 // CCN","CCNT1","NM_001240",6.06e-05,6.06e-05,0.860412,-1.16223,"Control down vs Schizophrenia",24.424,0.282273,0.254259,1,-1.16223,6.06e-05
"3494",8045381,"NM_058241 // CCNT2 // cyclin T2 // 2q21.3 // 905 /// NM_001241 // CCNT2 // cycli","CCNT2","NM_058241",0.00511441,0.00511441,0.900902,-1.11,"Control down vs Schizophrenia",9.66686,0.136007,0.309527,1,-1.11,0.00511441
"3502",8079392,"NM_001123396 // CCR2 // chemokine (C-C motif) receptor 2 // 3p21.31 // 729230 //","CCR2","NM_001123396",0.0374183,0.0374183,1.13328,1.13328,"Control up vs Schizophrenia",4.9064,0.195485,0.876544,1,1.13328,0.0374183
"3508",8123362,"BX647686 // CCR6 // chemokine (C-C motif) receptor 6 // 6q27 // 1235","CCR6","BX647686",0.0145223,0.0145223,0.908692,-1.10048,"Control down vs Schizophrenia",7.03948,0.114492,0.357814,1,-1.10048,0.0145223
"3519",7941685,"NM_005125 // CCS // copper chaperone for superoxide dismutase // 11q13 // 9973 /","CCS","NM_005125",0.0411236,0.0411236,0.921037,-1.08573,"Control down vs Schizophrenia",4.70667,0.0844942,0.394944,1,-1.08573,0.0411236
"3533",7937508,"NM_004357 // CD151 // CD151 molecule (Raph blood group) // 11p15.5 // 977 /// NM","CD151","NM_004357",0.0399634,0.0399634,0.874194,-1.14391,"Control down vs Schizophrenia",4.76695,0.225758,1.0419,1,-1.14391,0.0399634
"3548",7904287,"NM_001767 // CD2 // CD2 molecule // 1p13.1 // 914 /// ENST00000369478 // CD2 // ","CD2","NM_001767",0.018847,0.018847,1.16737,1.16737,"Control up vs Schizophrenia",6.42838,0.299059,1.02348,1,1.16737,0.018847
"3553",8033445,"NR_026692 // CD209 // CD209 molecule // 19p13 // 30835 /// NM_021155 // CD209 //","CD209","NR_026692",0.000134763,0.000134763,0.810918,-1.23317,"Control down vs Schizophrenia",21.2863,0.548572,0.566964,1,-1.23317,0.000134763
"3562",8154233,"NM_014143 // CD274 // CD274 molecule // 9p24 // 29126 /// ENST00000381577 // CD2","CD274","NM_014143",0.0392269,0.0392269,0.760649,-1.31467,"Control down vs Schizophrenia",4.80625,0.934713,4.27853,1,-1.31467,0.0392269
"3563",7984743,"NM_001024736 // CD276 // CD276 molecule // 15q23-q24 // 80381 /// NM_025240 // C","CD276","NM_001024736",0.0361555,0.0361555,0.916579,-1.09101,"Control down vs Schizophrenia",4.97961,0.0947552,0.41863,1,-1.09101,0.0361555
"3568",8018177,"NM_006678 // CD300C // CD300c molecule // 17q25.1 // 10871 /// ENST00000330793 /","CD300C","NM_006678",0.0332391,0.0332391,0.882598,-1.13302,"Control down vs Schizophrenia",5.16031,0.194769,0.830362,1,-1.13302,0.0332391
"3585",7953428,"NM_000616 // CD4 // CD4 molecule // 12pter-p12 // 920 /// ENST00000011653 // CD4","CD4","NM_000616",0.045928,0.045928,0.780094,-1.2819,"Control down vs Schizophrenia",4.47602,0.770191,3.78555,1,-1.2819,0.045928
"3589",7909400,"NM_002389 // CD46 // CD46 molecule, complement regulatory protein // 1q32 // 417","CD46","NM_002389",0.00944503,0.00944503,0.80819,-1.23733,"Control down vs Schizophrenia",8.08728,0.566354,1.54066,1,-1.23733,0.00944503
"3606",8115147,"NM_001025159 // CD74 // CD74 molecule, major histocompatibility complex, class I","CD74","NM_001025159",0.01008,0.01008,0.851059,-1.17501,"Control down vs Schizophrenia",7.92565,0.324809,0.901605,1,-1.17501,0.01008
"3619",8065359,"NM_012072 // CD93 // CD93 molecule // 20p11.21 // 22918 /// ENST00000246006 // C","CD93","NM_012072",7.69e-06,7.69e-06,0.51263,-1.95072,"Control down vs Schizophrenia",33.6978,5.57588,3.64028,1,-1.95072,7.69e-06
"3621",8026300,"NM_078481 // CD97 // CD97 molecule // 19p13 // 976 /// NM_001025160 // CD97 // C","CD97","NM_078481",0.0444413,0.0444413,0.723873,-1.38146,"Control down vs Schizophrenia",4.54436,1.30401,6.31292,1,-1.38146,0.0444413
"3628",7926207,"NM_006023 // CDC123 // cell division cycle 123 homolog (S. cerevisiae) // 10p13 ","CDC123","NM_006023",0.0163185,0.0163185,0.902563,-1.10796,"Control down vs Schizophrenia",6.76389,0.131246,0.426886,1,-1.10796,0.0163185
"3635",8114396,"NM_004661 // CDC23 // cell division cycle 23 homolog (S. cerevisiae) // 5q31 // ","CDC23","NM_004661",0.0273848,0.0273848,0.92908,-1.07633,"Control down vs Schizophrenia",5.58372,0.067575,0.266247,1,-1.07633,0.0273848
"3645",8121461,"NM_015891 // CDC40 // cell division cycle 40 homolog (S. cerevisiae) // 6q21 // ","CDC40","NM_015891",0.00195319,0.00195319,0.871839,-1.147,"Control down vs Schizophrenia",12.3542,0.234907,0.418315,1,-1.147,0.00195319
"3646",7898739,"NM_044472 // CDC42 // cell division cycle 42 (GTP binding protein, 25kDa) // 1p3","CDC42","NM_044472",0.000419341,0.000419341,1.30023,1.30023,"Control up vs Schizophrenia",17.2139,0.860785,1.10011,1,1.30023,0.000419341
"3647",7924773,"NM_003607 // CDC42BPA // CDC42 binding protein kinase alpha (DMPK-like) // 1q42.","CDC42BPA","NM_003607",0.0392073,0.0392073,1.07565,1.07565,"Control up vs Schizophrenia",4.80731,0.0664125,0.303928,1,1.07565,0.0392073
"3653",8018107,"NM_012121 // CDC42EP4 // CDC42 effector protein (Rho GTPase binding) 4 // 17q24-","CDC42EP4","NM_012121",0.0148872,0.0148872,1.15413,1.15413,"Control up vs Schizophrenia",6.98053,0.256614,0.808751,1,1.15413,0.0148872
"3656",8107868,"NM_020240 // CDC42SE2 // CDC42 small effector 2 // 5q23.3-q31.1 // 56990 /// NM_","CDC42SE2","NM_020240",0.0322553,0.0322553,0.902772,-1.1077,"Control down vs Schizophrenia",5.22531,0.130655,0.550095,1,-1.1077,0.0322553
"3674",8111234,"NM_004061 // CDH12 // cadherin 12, type 2 (N-cadherin 2) // 5p14-p13 // 1010 ///","CDH12","NM_004061",0.00263506,0.00263506,1.66239,1.66239,"Control up vs Schizophrenia",11.4903,3.22601,6.17671,1,1.66239,0.00263506
"3677",8001898,"NM_004062 // CDH16 // cadherin 16, KSP-cadherin // 16q22.1 // 1014 /// ENST00000","CDH16","NM_004062",0.0496618,0.0496618,0.91496,-1.09294,"Control down vs Schizophrenia",4.31487,0.0986422,0.502942,1,-1.09294,0.0496618
"3682",8021484,"NM_031891 // CDH20 // cadherin 20, type 2 // 18q22-q23 // 28316 /// ENST00000262","CDH20","NM_031891",0.0371163,0.0371163,1.62651,1.62651,"Control up vs Schizophrenia",4.92365,2.95494,13.2033,1,1.62651,0.0371163
"3683",8066683,"NM_021248 // CDH22 // cadherin 22, type 2 // 20q13.1 // 64405 /// ENST0000037226","CDH22","NM_021248",0.00033115,0.00033115,1.28352,1.28352,"Control up vs Schizophrenia",18.0253,0.778043,0.949604,1,1.28352,0.00033115
"3685",7977888,"NM_022478 // CDH24 // cadherin 24, type 2 // 14q11.2 // 64403 /// NM_144985 // C","CDH24","NM_022478",0.00446684,0.00446684,1.39214,1.39214,"Control up vs Schizophrenia",10.0292,1.36691,2.99844,1,1.39214,0.00446684
"3687",7996819,"NM_001793 // CDH3 // cadherin 3, type 1, P-cadherin (placental) // 16q22.1 // 10","CDH3","NM_001793",0.0080715,0.0080715,0.859266,-1.16378,"Control down vs Schizophrenia",8.4823,0.287302,0.745157,1,-1.16378,0.0080715
"3718",8006409,"NM_003885 // CDK5R1 // cyclin-dependent kinase 5, regulatory subunit 1 (p35) // ","CDK5R1","NM_003885",0.00257527,0.00257527,1.14171,1.14171,"Control up vs Schizophrenia",11.5556,0.219334,0.417575,1,1.14171,0.00257527
"3726",7968199,"NM_001260 // CDK8 // cyclin-dependent kinase 8 // 13q12 // 1024 /// ENST00000381","CDK8","NM_001260",0.0159112,0.0159112,0.888165,-1.12592,"Control down vs Schizophrenia",6.82332,0.175651,0.566341,1,-1.12592,0.0159112
"3727",8158112,"NM_001261 // CDK9 // cyclin-dependent kinase 9 // 9q34.1 // 1025 /// ENST0000037","CDK9","NM_001261",0.00100874,0.00100874,0.929681,-1.07564,"Control down vs Schizophrenia",14.3531,0.0663918,0.101764,1,-1.07564,0.00100874
"3730",8101031,"NM_003948 // CDKL2 // cyclin-dependent kinase-like 2 (CDC2-related kinase) // 4q","CDKL2","NM_003948",0.0481706,0.0481706,1.17649,1.17649,"Control up vs Schizophrenia",4.37752,0.329904,1.65799,1,1.17649,0.0481706
"3733",8166289,"NM_001037343 // CDKL5 // cyclin-dependent kinase-like 5 // Xp22 // 6792 /// NM_0","CDKL5","NM_001037343",0.0498695,0.0498695,1.14297,1.14297,"Control up vs Schizophrenia",4.30631,0.223006,1.13929,1,1.14297,0.0498695
"3737",8160441,"NM_058197 // CDKN2A // cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhi","CDKN2A","NM_058197",0.0225782,0.0225782,1.38161,1.38161,"Control up vs Schizophrenia",6.01544,1.30492,4.77243,1,1.38161,0.0225782
"3742",8034075,"NM_001800 // CDKN2D // cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)","CDKN2D","NM_001800",0.00448129,0.00448129,1.15019,1.15019,"Control up vs Schizophrenia",10.0205,0.244513,0.536828,1,1.15019,0.00448129
"3787",8150592,"NM_005195 // CEBPD // CCAAT/enhancer binding protein (C/EBP), delta // 8p11.2-p1","CEBPD","NM_005195",0.0137328,0.0137328,0.831485,-1.20267,"Control down vs Schizophrenia",7.17286,0.425295,1.30443,1,-1.20267,0.0137328
"3799",7898184,"NM_015849 // CELA2B // chymotrypsin-like elastase family, member 2B // 1p36.21 /","CELA2B","NM_015849",0.0470389,0.0470389,0.858308,-1.16508,"Control down vs Schizophrenia",4.42656,0.291545,1.44898,1,-1.16508,0.0470389
"3802",7947894,"NM_001172639 // CELF1 // CUGBP, Elav-like family member 1 // 11p11 // 10658 /// ","CELF1","NM_001172639",0.000232909,0.000232909,0.914719,-1.09323,"Control down vs Schizophrenia",19.269,0.0992276,0.113291,1,-1.09323,0.000232909
"3803",7926127,"NM_001025077 // CELF2 // CUGBP, Elav-like family member 2 // 10p13 // 10659 /// ","CELF2","NM_001025077",0.0489157,0.0489157,1.30421,1.30421,"Control up vs Schizophrenia",4.34594,0.880924,4.45941,1,1.30421,0.0489157
"3804",7920027,"NM_007185 // CELF3 // CUGBP, Elav-like family member 3 // 1q21 // 11189 /// NM_0","CELF3","NM_007185",0.000342233,0.000342233,1.34687,1.34687,"Control up vs Schizophrenia",17.9111,1.10741,1.36022,1,1.34687,0.000342233
"3805",8022952,"NM_020180 // CELF4 // CUGBP, Elav-like family member 4 // 18q12 // 56853 /// NM_","CELF4","NM_020180",1.67e-05,1.67e-05,1.37106,1.37106,"Control up vs Schizophrenia",30.0143,1.24372,0.91163,1,1.37106,1.67e-05
"3806",8024605,"NM_021938 // CELF5 // CUGBP, Elav-like family member 5 // 19p13 // 60680 /// NM_","CELF5","NM_021938",0.00362303,0.00362303,1.48204,1.48204,"Control up vs Schizophrenia",10.5995,1.9329,4.01185,1,1.48204,0.00362303
"3807",7990191,"NM_052840 // CELF6 // CUGBP, Elav-like family member 6 // 15q24 // 60677 /// NM_","CELF6","NM_052840",0.00266292,0.00266292,1.1457,1.1457,"Control up vs Schizophrenia",11.4604,0.231049,0.443533,1,1.1457,0.00266292
"3810",7903632,"NM_001408 // CELSR2 // cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo ","CELSR2","NM_001408",0.0241156,0.0241156,1.14209,1.14209,"Control up vs Schizophrenia",5.86698,0.220436,0.826589,1,1.14209,0.0241156
"3811",8087145,"NM_001407 // CELSR3 // cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo ","CELSR3","NM_001407",0.000109793,0.000109793,1.27091,1.27091,"Control up vs Schizophrenia",22.069,0.717732,0.715488,1,1.27091,0.000109793
"3817",8100603,"NM_001812 // CENPC1 // centromere protein C 1 // 4q12-q13.3 // 1060 /// ENST0000","CENPC1","NM_001812",0.005779,0.005779,0.872124,-1.14663,"Control down vs Schizophrenia",9.34417,0.233789,0.550436,1,-1.14663,0.005779
"3822",7970624,"NM_018451 // CENPJ // centromere protein J // 13q12.12 // 55835 /// ENST00000381","CENPJ","NM_018451",0.0384187,0.0384187,0.900543,-1.11044,"Control down vs Schizophrenia",4.85035,0.137046,0.621607,1,-1.11044,0.0384187
"3836",8157534,"NM_007018 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST0","CEP110","NM_007018",0.0114993,0.0114993,0.877638,-1.13942,"Control down vs Schizophrenia",7.60186,0.212746,0.615692,1,-1.13942,0.0114993
"3838",8095187,"NM_025009 // CEP135 // centrosomal protein 135kDa // 4q12 // 9662 /// ENST000002","CEP135","NM_025009",0.0346534,0.0346534,1.23154,1.23154,"Control up vs Schizophrenia",5.07054,0.541669,2.35019,1,1.23154,0.0346534
"3852",8104220,"NM_018140 // CEP72 // centrosomal protein 72kDa // 5p15.33 // 55722 /// ENST0000","CEP72","NM_018140",0.0147498,0.0147498,0.904539,-1.10554,"Control down vs Schizophrenia",7.00255,0.125708,0.394938,1,-1.10554,0.0147498
"3859",8076792,"NM_022766 // CERK // ceramide kinase // 22q13.31 // 64781 /// ENST00000216264 //","CERK","NM_022766",0.016328,0.016328,0.928329,-1.0772,"Control down vs Schizophrenia",6.76252,0.0690692,0.224697,1,-1.0772,0.016328
"3860",8057463,"NM_201548 // CERKL // ceramide kinase-like // 2q31.3 // 375298 /// NM_001030311 ","CERKL","NM_201548",3.55e-06,3.55e-06,1.40548,1.40548,"Control up vs Schizophrenia",37.6591,1.44683,0.845224,1,1.40548,3.55e-06
"3899",7983867,"NM_032866 // CGNL1 // cingulin-like 1 // 15q21.3 // 84952 /// ENST00000281282 //","CGNL1","NM_032866",0.0201091,0.0201091,0.832159,-1.20169,"Control down vs Schizophrenia",6.27922,0.421568,1.47701,1,-1.20169,0.0201091
"3910",7927482,"NM_001142933 // CHAT // choline O-acetyltransferase // 10q11.2 // 1103 /// NM_00","CHAT","NM_001142933",0.00914622,0.00914622,0.800777,-1.24879,"Control down vs Schizophrenia",8.16755,0.61643,1.66041,1,-1.24879,0.00914622
"3921",8113305,"NM_001270 // CHD1 // chromodomain helicase DNA binding protein 1 // 5q15-q21 // ","CHD1","NM_001270",0.00539885,0.00539885,0.882871,-1.13267,"Control down vs Schizophrenia",9.52339,0.193806,0.447712,1,-1.13267,0.00539885
"3922",7904883,"NM_004284 // CHD1L // chromodomain helicase DNA binding protein 1-like // 1q12 /","CHD1L","NM_004284",0.0177166,0.0177166,0.894591,-1.11783,"Control down vs Schizophrenia",6.57177,0.154945,0.518703,1,-1.11783,0.0177166
"3930",7995583,"NM_025134 // CHD9 // chromodomain helicase DNA binding protein 9 // 16q12.2 // 8","CHD9","NM_025134",0.0140386,0.0140386,0.897018,-1.11481,"Control down vs Schizophrenia",7.12022,0.147502,0.45575,1,-1.11481,0.0140386
"3937",7976322,"NM_001275 // CHGA // chromogranin A (parathyroid secretory protein 1) // 14q32 /","CHGA","NM_001275",1.89e-05,1.89e-05,1.55726,1.55726,"Control up vs Schizophrenia",29.4496,2.45002,1.83026,1,1.55726,1.89e-05
"3938",8060805,"NM_001819 // CHGB // chromogranin B (secretogranin 1) // 20pter-p12 // 1114 /// ","CHGB","NM_001819",0.00371642,0.00371642,1.47091,1.47091,"Control up vs Schizophrenia",10.5296,1.85956,3.88528,1,1.47091,0.00371642
"3940",7903920,"NM_001025199 // CHI3L2 // chitinase 3-like 2 // 1p13.3 // 1117 /// NM_004000 // ","CHI3L2","NM_001025199",0.0233827,0.0233827,0.873899,-1.1443,"Control down vs Schizophrenia",5.93639,0.226892,0.840852,1,-1.1443,0.0233827
"3947",8077123,"NR_027928 // CHKB-CPT1B // choline kinase-like, carnitine palmitoyltransferase 1","CHKB-CPT1B","NR_027928",0.000888017,0.000888017,0.892406,-1.12057,"Control down vs Schizophrenia",14.7537,0.161824,0.241304,1,-1.12057,0.000888017
"3950",7925500,"NM_001821 // CHML // choroideremia-like (Rab escort protein 2) // 1q42-qter // 1","CHML","NM_001821",0.0177759,0.0177759,0.861923,-1.1602,"Control down vs Schizophrenia",6.564,0.275726,0.924126,1,-1.1602,0.0177759
"3952",8020179,"NM_020412 // CHMP1B // chromatin modifying protein 1B // 18p11.21 // 57132 /// B","CHMP1B","NM_020412",0.000587116,0.000587116,0.839482,-1.19121,"Control down vs Schizophrenia",16.0885,0.38232,0.522798,1,-1.19121,0.000587116
"3961",8145259,"NM_152272 // CHMP7 // CHMP family, member 7 // 8p21.3 // 91782 /// ENST000003976","CHMP7","NM_152272",0.0467326,0.0467326,0.924286,-1.08192,"Control down vs Schizophrenia",4.44007,0.077415,0.383582,1,-1.08192,0.0467326
"3962",8056890,"NM_001822 // CHN1 // chimerin (chimaerin) 1 // 2q31.1 // 1123 /// NM_001025201 /","CHN1","NM_001822",0.0177996,0.0177996,0.863185,-1.1585,"Control down vs Schizophrenia",6.56089,0.270321,0.906442,1,-1.1585,0.0177996
"3985",8067610,"NM_000744 // CHRNA4 // cholinergic receptor, nicotinic, alpha 4 // 20q13.2-q13.3","CHRNA4","NM_000744",0.00157349,0.00157349,1.23312,1.23312,"Control up vs Schizophrenia",12.994,0.548339,0.928387,1,1.23312,0.00157349
"3988",7982341,"NM_000746 // CHRNA7 // cholinergic receptor, nicotinic, alpha 7 // 15q14 // 1139","CHRNA7","NM_000746",0.0051639,0.0051639,0.774151,-1.29174,"Control down vs Schizophrenia",9.64128,0.818354,1.86736,1,-1.29174,0.0051639
"3990",8004416,"NM_000747 // CHRNB1 // cholinergic receptor, nicotinic, beta 1 (muscle) // 17p13","CHRNB1","NM_000747",0.0115292,0.0115292,0.735074,-1.36041,"Control down vs Schizophrenia",7.59553,1.18302,3.42655,1,-1.36041,0.0115292
"3991",7905817,"NM_000748 // CHRNB2 // cholinergic receptor, nicotinic, beta 2 (neuronal) // 1q2","CHRNB2","NM_000748",0.0043804,0.0043804,1.42181,1.42181,"Control up vs Schizophrenia",10.0819,1.54675,3.37521,1,1.42181,0.0043804
